,Qualification,Experience,Rating,Place,Profile,Fees
1855,BHMS,3,0,Delhi,Unknown,200
1856,"MD,MBBS",16,0,Delhi,Unknown,600
1857,BDS,8,100,Mumbai,Unknown,100
1858,BAMS,20,0,Mumbai,Unknown,50
1859,MBBS,53,93,Mumbai,Unknown,100
1860,MBBS,26,0,Chennai,Unknown,100
1861,BAMS,25,97,Hyderabad,Unknown,300
1862,BHMS,30,100,Hyderabad,Unknown,100
1863,"MD,BDS,MDS",8,0,Mumbai,Dentist,100
1864,MBBS,38,0,Chennai,Unknown,100
1865,"MD,MBBS,DDV",23,100,Mumbai,Unknown,100
1866,MBBS,19,0,Bangalore,Unknown,600
1867,"MD,MBBS",10,98,Chennai,Unknown,100
1868,BDS,0,0,Coimbatore,Unknown,100
1869,"MD,MBBS",27,90,Delhi,Unknown,500
1870,MBBS,8,0,Bangalore,Unknown,450
1871,BHMS,9,0,Bangalore,Unknown,200
1872,MBBS,31,0,Delhi,Unknown,300
1873,MBBS,19,100,Mumbai,Unknown,700
1874,"MD,BDS,MDS",13,97,Coimbatore,Dentist,200
1875,"MD,MBBS",42,0,Delhi,Unknown,100
1876,MBBS,44,73,Delhi,Unknown,400
1877,BAMS,6,0,Bangalore,Unknown,150
1878,MBBS,0,0,Mumbai,Unknown,100
1879,BDS,23,97,Ernakulam,Unknown,200
1880,"MD,MBBS,DNB",11,0,Mumbai,Unknown,100
1881,MBBS,7,0,Bangalore,Unknown,300
1882,"MBBS,DNB",9,95,Mumbai,Unknown,100
1883,"MBBS,DNB",22,91,Mumbai,Unknown,100
1884,"MBBS,DNB",25,0,Mumbai,Unknown,100
1885,"MD,MBBS",14,99,Delhi,Unknown,100
1886,MBBS,40,0,Delhi,Unknown,600
1887,MBBS,32,0,Chennai,Unknown,200
1888,"MD,BHMS",17,99,Delhi,Unknown,500
1889,BAMS,19,0,Delhi,Unknown,500
1890,"MBBS,DNB",8,0,Delhi,Unknown,700
1891,"MD,MBBS",32,0,Chennai,Unknown,700
1892,BHMS,10,99,Delhi,Unknown,300
1893,"MD,BDS,MDS",24,96,Chennai,Unknown,100
1894,BAMS,36,0,Delhi,Unknown,500
1895,"MBBS,DDVL,DDV",8,100,Bangalore,Unknown,250
1896,BDS,6,100,Delhi,Dentist,100
1897,"MD,BDS,MDS",18,94,Bangalore,Unknown,100
1898,"MD,BDS,MDS",14,100,Chennai,Unknown,200
1899,MBBS,32,0,Mumbai,Unknown,500
1900,"MD,BHMS",34,0,Bangalore,Unknown,500
1901,MBBS,17,0,Mumbai,Unknown,700
1902,BHMS,15,0,Mumbai,Unknown,500
1903,"MBBS,DLO",23,0,Chennai,Unknown,100
1904,BAMS,35,0,Mumbai,Unknown,150
1905,BAMS,17,0,Mumbai,Unknown,200
1906,"MD,BAMS",21,85,Bangalore,Unknown,500
1907,BHMS,9,0,Chennai,Unknown,500
1908,BDS,15,0,Coimbatore,Unknown,100
1909,BAMS,0,0,Mumbai,Unknown,50
1910,MBBS,6,97,Bangalore,Unknown,600
1911,"MD,MBBS",6,92,Bangalore,Unknown,400
1912,BHMS,13,98,Bangalore,Unknown,100
1913,BHMS,6,0,Bangalore,Unknown,100
1914,BAMS,38,0,Delhi,Unknown,500
1915,BAMS,6,0,Delhi,Unknown,200
1916,"MBBS,DDVL,DDV",16,91,Hyderabad,Unknown,500
1917,BAMS,8,0,Delhi,Unknown,100
1918,BHMS,22,92,Bangalore,Unknown,500
1919,BDS,27,0,Hyderabad,Unknown,200
1920,BDS,14,100,Mumbai,Unknown,500
1921,BHMS,9,91,Bangalore,Unknown,100
1922,"MD,BDS,MDS",9,100,Chennai,Unknown,200
1923,MBBS,18,0,Bangalore,Unknown,600
1924,MBBS,42,0,Bangalore,Unknown,250
1925,MBBS,4,0,Bangalore,Unknown,400
1926,BHMS,15,0,Bangalore,Unknown,100
1927,"MD,MBBS",12,0,Bangalore,Unknown,200
1928,"MBBS,DDVL,DDV",9,98,Mumbai,Unknown,100
1929,BDS,6,0,Thiruvananthapuram,Unknown,5
1930,"MD,MBBS,DNB",17,0,Mumbai,Unknown,800
1931,BAMS,12,0,Mumbai,Unknown,50
1932,BHMS,16,0,Mumbai,Unknown,500
1933,"MD,MBBS",8,97,Mumbai,Unknown,100
1934,"MD,BDS,MDS",26,99,Ernakulam,Dentist,500
1935,MBBS,4,0,Mumbai,Unknown,600
1936,"MD,MBBS",34,79,Delhi,Unknown,500
1937,"MD,BDS,MDS",3,0,Hyderabad,Dentist,250
1938,"MD,MBBS",28,0,Hyderabad,Unknown,250
1939,"MD,BDS,MDS",13,97,Bangalore,Dentist,100
1940,"MD,BDS,MDS",16,0,Chennai,Unknown,500
1941,"MD,BAMS",13,98,Mumbai,Unknown,100
1942,"MD,MBBS",14,99,Ernakulam,Unknown,300
1943,BHMS,20,0,Mumbai,Unknown,50
1944,"MD,MBBS",11,94,Mumbai,Unknown,250
1945,"MD,MBBS",7,98,Mumbai,Unknown,500
1946,MBBS,19,99,Chennai,Unknown,600
1947,BAMS,3,0,Thiruvananthapuram,Unknown,100
1948,"MD,MBBS",12,0,Chennai,Unknown,600
1949,"MD,BDS,MDS",15,94,Bangalore,Unknown,800
1950,BDS,11,98,Hyderabad,Unknown,200
1951,BDS,15,0,Chennai,Unknown,100
1952,MBBS,16,93,Hyderabad,Unknown,400
1953,MBBS,44,0,Chennai,Unknown,250
1954,"MD,BDS,MDS",3,0,Chennai,Unknown,100
1955,"MD,MBBS",26,92,Delhi,Unknown,500
1956,BDS,15,98,Bangalore,Unknown,300
1957,"MBBS,DNB",19,0,Bangalore,Unknown,500
1958,MBBS,23,0,Chennai,Unknown,200
1959,MBBS,8,0,Chennai,Unknown,300
1960,BDS,13,100,Mumbai,Unknown,100
1961,"MBBS,DDVL,DDV",12,97,Mumbai,Unknown,600
1962,BAMS,24,0,Hyderabad,Unknown,200
1963,"MD,MBBS",42,0,Mumbai,Unknown,100
1964,MBBS,9,97,Chennai,Unknown,300
1965,"MD,MBBS,DDV",49,0,Chennai,Unknown,100
1966,"MD,BDS,MDS",4,0,Mumbai,Unknown,100
1967,BAMS,22,0,Mumbai,Unknown,100
1968,BAMS,2,0,Bangalore,Unknown,200
1969,BAMS,15,93,Chennai,Unknown,250
1970,"MBBS,DNB",12,0,Delhi,Unknown,600
1971,"MBBS,DLO",8,0,Hyderabad,Unknown,500
1972,"MD,MBBS",4,94,Delhi,Unknown,600
1973,"MD,BDS,MDS",3,0,Chennai,Unknown,200
1974,BDS,5,97,Chennai,Unknown,150
1975,BHMS,2,0,Bangalore,Unknown,100
1976,"MBBS,DDVL,DDV,Diploma in Dermatology",14,98,Mumbai,Unknown,700
1977,"MBBS,DLO",12,0,Chennai,Unknown,500
1978,"MBBS,DNB,DLO",20,99,Bangalore,Unknown,300
1979,MD,39,0,Delhi,Unknown,500
1980,MBBS,51,0,Chennai,Unknown,400
1981,"BAMS,PhD",20,0,Bangalore,Unknown,200
1982,"MD,MBBS",11,97,Delhi,Unknown,100
1983,"MD,BHMS",11,100,Mumbai,Unknown,100
1984,MBBS,11,84,Mumbai,Unknown,100
1985,MBBS,22,0,Chennai,Unknown,600
1986,"MBBS,DNB,DLO",18,96,Mumbai,Unknown,800
1987,"MD,BHMS",17,0,Chennai,Unknown,500
1988,BAMS,9,0,Bangalore,Unknown,250
1989,MD,11,90,Delhi,Unknown,100
1990,BHMS,9,0,Bangalore,Unknown,250
1991,BAMS,10,100,Bangalore,Unknown,150
1992,MBBS,17,92,Coimbatore,Unknown,100
1993,BDS,17,100,Mumbai,Unknown,500
1994,BHMS,15,99,Bangalore,Unknown,250
1995,"MD,BAMS",21,0,Bangalore,Unknown,350
1996,"MD,MBBS",8,0,Hyderabad,Unknown,300
1997,"MD,BDS,MDS",9,90,Mumbai,Unknown,500
1998,"MBBS,DDVL,DDV",11,95,Delhi,Unknown,100
1999,MD,15,0,Mumbai,Unknown,100
2000,"MD,MBBS",26,0,Delhi,Unknown,600
2001,"MBBS,DDVL,DDV",14,88,Chennai,Unknown,200
2002,BHMS,16,0,Delhi,Unknown,400
2003,MD,41,0,Delhi,Unknown,100
2004,G.A.M.S,5,0,Delhi,Unknown,400
2005,"MD,MDS",9,0,Chennai,Unknown,100
2006,MBBS,46,0,Delhi,Unknown,100
2007,"MD,MBBS",34,95,Delhi,Unknown,800
2008,"MD,BDS,MDS",10,0,Chennai,Unknown,500
2009,"MD,MBBS",32,0,Delhi,Unknown,500
2010,MD,42,0,Delhi,Unknown,100
2011,"MD,BDS,MDS",12,0,Coimbatore,Unknown,150
2012,"MD,BDS,MDS",22,98,Thiruvananthapuram,Unknown,150
2013,BDS,21,97,Delhi,Unknown,400
2014,"MD,MBBS",22,95,Bangalore,Unknown,400
2015,BAMS,4,0,Chennai,Unknown,100
2016,BHMS,13,100,Delhi,Unknown,400
2017,"MD,MBBS,Diploma in Dermatology",15,95,Delhi,Unknown,800
2018,"MD,BDS,MDS",15,99,Coimbatore,Unknown,100
2019,"MD,BDS,MDS",13,98,Chennai,Unknown,300
2020,MBBS,9,0,Delhi,Unknown,500
2021,"MD,MBBS",22,88,Bangalore,Unknown,500
2022,MBBS,56,0,Mumbai,Unknown,200
2023,MD,24,0,Mumbai,Unknown,300
2024,"MD,MBBS",18,98,Bangalore,Unknown,500
2025,"MD,MBBS",32,0,Bangalore,Unknown,400
2026,"MBBS,DLO",28,94,Hyderabad,Unknown,400
2027,MBBS,40,0,Delhi,Unknown,300
2028,BHMS,10,98,Hyderabad,Unknown,400
2029,BHMS,18,0,Bangalore,Unknown,350
2030,"MD,MBBS",32,0,Hyderabad,Unknown,400
2031,"MD,BDS,MDS",20,0,Bangalore,Unknown,500
2032,BDS,16,96,Mumbai,Unknown,300
2033,MBBS,49,94,Bangalore,Unknown,450
2034,BAMS,10,100,Bangalore,Unknown,100
2035,BAMS,7,0,Bangalore,Unknown,300
2036,"MD,BDS,MDS",22,97,Delhi,Unknown,200
2037,BHMS,27,0,Hyderabad,Unknown,300
2038,"MBBS,DDVL,DDV",17,93,Bangalore,Unknown,350
2039,"MD,BHMS",11,0,Chennai,Unknown,200
2040,"MD,MBBS",10,0,Bangalore,Unknown,300
2041,MBBS,20,0,Hyderabad,Unknown,200
2042,MBBS,39,0,Coimbatore,Unknown,100
2043,"MBBS,DLO",41,0,Bangalore,Unknown,300
2044,"MBBS,BAMS",46,0,Mumbai,Unknown,100
2045,"MD,MBBS",17,89,Bangalore,Unknown,750
2046,BDS,14,100,Mumbai,Dentist,200
2047,MBBS,40,80,Bangalore,Unknown,400
2048,MBBS,42,0,Mumbai,Unknown,70
2049,MBBS,27,0,Mumbai,Unknown,500
2050,"MD,BDS,MDS",8,0,Hyderabad,Unknown,250
2051,"MD,BDS,MDS",26,98,Mumbai,Unknown,300
2052,"MD,MBBS",15,0,Delhi,Unknown,300
2053,BHMS,12,0,Chennai,Unknown,150
2054,"MD,MBBS",11,0,Hyderabad,Unknown,300
2055,"MD,MBBS,DNB,Diploma in Dermatology",14,91,Delhi,Unknown,700
2056,"MD,BDS,MDS",46,90,Chennai,Unknown,250
2057,BDS,3,0,Chennai,Unknown,100
2058,"MD,MBBS",10,0,Chennai,Unknown,350
2059,BDS,8,99,Bangalore,Unknown,250
2060,MBBS,61,0,Mumbai,Unknown,100
2061,"MD,MBBS",48,0,Thiruvananthapuram,Unknown,200
2062,"MD,BDS,MDS",12,99,Mumbai,Dentist,300
2063,MBBS,19,96,Bangalore,Unknown,400
2064,BDS,2,0,Chennai,Unknown,100
2065,BHMS,11,100,Chennai,Unknown,300
2066,"MD,BDS,MDS",15,100,Bangalore,Unknown,100
2067,"MD,MBBS",7,97,Delhi,Unknown,100
2068,"MD,MBBS",26,0,Chennai,Unknown,150
2069,MBBS,34,0,Mumbai,Unknown,100
2070,BHMS,20,0,Hyderabad,Unknown,300
2071,"MBBS,DNB,DLO",15,86,Hyderabad,Unknown,250
2072,"MBBS,DDV",8,96,Bangalore,Unknown,300
2073,BDS,12,100,Chennai,Unknown,100
2074,"MD,MBBS",26,100,Mumbai,Unknown,800
2075,"MD,MBBS,Diploma in Dermatology",37,0,Mumbai,Unknown,500
2076,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
2077,BDS,9,100,Hyderabad,Unknown,400
2078,"MBBS,DNB",9,98,Mumbai,Unknown,800
2079,MBBS,38,100,Hyderabad,Unknown,300
2080,BHMS,12,0,Hyderabad,Unknown,100
2081,BHMS,28,0,Delhi,Unknown,250
2082,MD,14,0,Chennai,Unknown,100
2083,BHMS,20,0,Mumbai,Unknown,500
2084,BHMS,20,100,Bangalore,Unknown,400
2085,BDS,11,0,Mumbai,Unknown,100
2086,BHMS,2,0,Mumbai,Unknown,100
2087,MBBS,12,57,Hyderabad,Unknown,300
2088,"MD,BAMS",20,0,Bangalore,Unknown,400
2089,"MD,MBBS",0,95,Bangalore,Unknown,250
2090,BAMS,32,0,Hyderabad,Unknown,300
2091,"MBBS,DDVL,DDV",19,96,Hyderabad,Unknown,500
2092,BAMS,19,0,Mumbai,Unknown,70
2093,"MD,BDS,MDS",45,96,Chennai,Unknown,500
2094,"MD,BHMS",13,0,Delhi,Unknown,800
2095,"MD,BDS,MDS",8,0,Chennai,Unknown,200
2096,"MD,MBBS",33,98,Mumbai,Unknown,100
2097,BHMS,10,0,Coimbatore,Unknown,100
2098,MBBS,9,96,Bangalore,Unknown,400
2099,"MBBS,DNB",14,0,Delhi,Unknown,700
2100,"MD,BDS,MDS",20,98,Mumbai,Unknown,800
2101,"MD,MBBS",11,98,Bangalore,Unknown,500
2102,BHMS,8,0,Hyderabad,Unknown,300
2103,"MBBS,DDVL,DDV",6,100,Mumbai,Unknown,200
2104,BDS,8,0,Delhi,Unknown,250
2105,BAMS,22,0,Bangalore,Unknown,500
2106,"MBBS,DDVL,DDV",14,96,Delhi,Unknown,400
2107,"MD,MBBS",13,0,Delhi,Unknown,300
2108,"MBBS,DNB,DLO",11,0,Chennai,Unknown,700
2109,MBBS,16,0,Chennai,Unknown,500
2110,"MD,MBBS",34,0,Mumbai,Unknown,100
2111,"MD,MBBS",8,88,Mumbai,Unknown,500
2112,"MBBS,Diploma in Dermatology",38,97,Hyderabad,Unknown,750
2113,BAMS,6,0,Hyderabad,Unknown,150
2114,MBBS,26,0,Hyderabad,Unknown,280
2115,LCEH,41,0,Mumbai,Unknown,400
2116,"MBBS,DNB",38,85,Bangalore,Unknown,500
2117,BHMS,8,100,Hyderabad,Unknown,500
2118,"MD,BHMS",31,99,Delhi,Unknown,300
2119,BDS,13,99,Mumbai,Dentist,100
2120,"MD,BDS,MDS",14,0,Chennai,Dentist,300
2121,MD,17,0,Hyderabad,Unknown,200
2122,BDS,17,100,Mumbai,Dentist,500
2123,BDS,19,100,Delhi,Unknown,500
2124,"MD,MBBS",8,99,Delhi,Unknown,500
2125,"MBBS,DDVL,DDV",6,100,Bangalore,Unknown,500
2126,"MD,MBBS",41,89,Mumbai,Unknown,800
2127,BAMS,10,0,Bangalore,Unknown,200
2128,MBBS,15,0,Chennai,Unknown,200
2129,BDS,10,99,Hyderabad,Dentist,200
2130,"MD,MBBS",8,0,Chennai,Unknown,250
2131,BHMS,7,100,Mumbai,Unknown,500
2132,"MBBS,DDVL,DDV",6,0,Bangalore,Unknown,500
2133,"MD,BAMS",20,88,Mumbai,Unknown,500
2134,"MBBS,DNB,Diploma in Dermatology",15,0,Mumbai,Unknown,150
2135,BDS,6,100,Hyderabad,Unknown,200
2136,"MBBS,DNB",21,85,Delhi,Unknown,100
2137,"MBBS,DLO",21,92,Bangalore,Unknown,500
2138,BAMS,10,0,Mumbai,Unknown,100
2139,"MD,MBBS",5,100,Mumbai,Unknown,700
2140,MBBS,23,96,Hyderabad,Unknown,600
2141,"MD,BAMS",18,100,Mumbai,Unknown,500
2142,BHMS,13,0,Delhi,Unknown,300
2143,"MD,BHMS",15,0,Delhi,Unknown,300
2144,BHMS,11,0,Delhi,Unknown,300
2145,"MD,MBBS",7,0,Chennai,Unknown,100
2146,"MBBS,DNB,DLO",16,89,Delhi,Unknown,500
2147,BHMS,32,97,Delhi,Unknown,200
2148,BDS,28,96,Delhi,Unknown,700
2149,BAMS,26,0,Delhi,Unknown,500
2150,"MD,BDS,MDS",14,100,Delhi,Unknown,500
2151,MD,4,0,Bangalore,Unknown,250
2152,"MD,MBBS",44,0,Chennai,Unknown,350
2153,"MD,BDS,MDS",12,100,Mumbai,Dentist,500
2154,BAMS,16,0,Hyderabad,Unknown,100
2155,"MD,MBBS",22,99,Delhi,Unknown,800
2156,"MD,BDS,MDS",10,99,Hyderabad,Dentist,500
2157,"MD,BDS,MDS",22,0,Hyderabad,Unknown,200
2158,"MD,MBBS,DNB",11,98,Mumbai,Unknown,500
2159,"MD,MBBS",27,73,Bangalore,Unknown,650
2160,BDS,12,0,Coimbatore,Unknown,100
2161,BDS,12,100,Bangalore,Dentist,300
2162,MBBS,11,0,Delhi,Unknown,600
2163,MBBS,8,100,Mumbai,Unknown,900
2164,MBBS,5,0,Mumbai,Unknown,100
2165,BAMS,27,0,Bangalore,Unknown,100
2166,"MD,MBBS",5,0,Ernakulam,Unknown,100
2167,BDS,11,0,Delhi,Unknown,250
2168,MBBS,2,0,Ernakulam,Unknown,200
2169,"MD,MBBS,DDVL,DDV",9,100,Hyderabad,Unknown,450
2170,MBBS,25,0,Mumbai,Unknown,500
2171,MBBS,22,0,Delhi,Unknown,100
2172,BDS,6,0,Bangalore,Unknown,200
2173,"MD,MDS",7,0,Hyderabad,Unknown,300
2174,"MBBS,Diploma in Dermatology",11,0,Chennai,Unknown,500
2175,"MD,MBBS",12,91,Bangalore,Unknown,300
2176,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
2177,MBBS,21,0,Mumbai,Unknown,150
2178,"MD,MBBS",7,0,Delhi,Unknown,600
2179,"MD,BDS,MDS",7,93,Bangalore,Unknown,200
2180,"MD,BDS,MDS",7,0,Hyderabad,Unknown,200
2181,"MBBS,DLO",15,0,Hyderabad,Unknown,300
2182,BAMS,35,0,Mumbai,Unknown,800
2183,"MBBS,DLO",38,0,Bangalore,Unknown,150
2184,"MD,BDS,MDS",11,99,Delhi,Unknown,400
2185,BHMS,21,0,Delhi,Unknown,150
2186,BHMS,11,0,Delhi,Unknown,200
2187,"MD,MBBS",41,0,Ernakulam,Unknown,50
2188,BAMS,4,0,Bangalore,Unknown,250
2189,"MD,MBBS",6,96,Hyderabad,Unknown,400
2190,"MBBS,DLO",27,0,Hyderabad,Unknown,200
2191,"MD,MBBS",19,97,Bangalore,Unknown,300
2192,MS,36,0,Delhi,Unknown,500
2193,MBBS,37,100,Hyderabad,Unknown,250
2194,"MBBS,DNB",15,99,Mumbai,Unknown,700
2195,BHMS,5,0,Delhi,Unknown,200
2196,"MBBS,DLO",32,80,Bangalore,Unknown,200
2197,MBBS,9,0,Mumbai,Unknown,600
2198,"MD,MBBS",15,0,Bangalore,Unknown,250
2199,"MD,BDS,MDS",13,98,Mumbai,Unknown,100
2200,MBBS,51,0,Mumbai,Unknown,200
2201,"MD,MBBS,PhD",20,0,Chennai,Unknown,200
2202,"MD,BHMS",29,97,Delhi,Unknown,800
2203,MBBS,22,86,Delhi,Unknown,500
2204,BAMS,7,0,Bangalore,Unknown,200
2205,BDS,10,99,Bangalore,Unknown,100
2206,"MBBS,DNB",8,96,Mumbai,Unknown,100
2207,"MBBS,DDVL,DDV",15,90,Hyderabad,Unknown,300
2208,MBBS,3,0,Hyderabad,Unknown,100
2209,MBBS,27,0,Coimbatore,Unknown,150
2210,"MD,MBBS",23,0,Mumbai,Unknown,800
2211,MD,3,0,Chennai,Unknown,200
2212,"MD,BAMS",8,0,Mumbai,Unknown,500
2213,BHMS,26,0,Mumbai,Unknown,700
2214,MD,10,100,Delhi,Unknown,500
2215,"MBBS,DNB",3,0,Bangalore,Unknown,350
2216,"MD,BDS,MDS",7,0,Delhi,Unknown,300
2217,BAMS,10,0,Mumbai,Unknown,500
2218,"MD,BHMS",8,0,Mumbai,Unknown,300
2219,"MD,MBBS",42,0,Delhi,Unknown,100
2220,"MD,MBBS",6,100,Delhi,Unknown,100
2221,"MBBS,DDVL,DDV",2,0,Chennai,Unknown,400
2222,MBBS,38,0,Mumbai,Unknown,100
2223,"MD,BDS,MDS",6,0,Chennai,Unknown,100
2224,BAMS,8,0,Bangalore,Unknown,200
2225,BDS,14,98,Chennai,Dentist,150
2226,"MD,BDS,MDS",17,100,Delhi,Dentist,200
2227,BDS,20,98,Bangalore,Unknown,300
2228,MD,8,99,Delhi,Unknown,300
2229,"MBBS,DNB,DLO",22,97,Delhi,Unknown,300
2230,MBBS,18,100,Bangalore,Unknown,250
2231,BDS,3,100,Bangalore,Unknown,300
2232,BDS,2,0,Bangalore,Unknown,100
2233,"MD,BDS,MDS",19,98,Bangalore,Unknown,500
2234,"MD,MBBS",35,82,Hyderabad,Unknown,500
2235,"MD,MBBS",9,91,Bangalore,Unknown,400
2236,BHMS,16,0,Bangalore,Unknown,500
2237,"MD,MBBS",19,92,Bangalore,Unknown,300
2238,BDS,13,96,Delhi,Dentist,200
2239,MBBS,9,0,Mumbai,Unknown,800
2240,BDS,6,100,Chennai,Unknown,400
2241,BDS,14,95,Ernakulam,Unknown,100
2242,"MD,MBBS",8,98,Hyderabad,Unknown,300
2243,"MD,BDS,MDS",11,100,Bangalore,Dentist,100
2244,BAMS,10,100,Bangalore,Unknown,200
2245,BHMS,5,0,Bangalore,Unknown,200
2246,BHMS,22,0,Mumbai,Unknown,40
2247,MS,3,0,Bangalore,Unknown,300
2248,"MD,MBBS,DNB",18,0,Chennai,Unknown,100
2249,MBBS,29,0,Coimbatore,Unknown,50
2250,"MBBS,DLO",46,95,Bangalore,Unknown,900
2251,BDS,4,90,Chennai,Dentist,150
2252,"MD,BDS,MDS",17,98,Delhi,Unknown,100
2253,"MD,MBBS",12,93,Hyderabad,Unknown,150
2254,MBBS,13,0,Chennai,Unknown,500
2255,"MD,BDS,MDS",15,95,Chennai,Unknown,150
2256,"MD,MBBS",17,94,Bangalore,Unknown,750
2257,"MBBS,Diploma in Dermatology",12,95,Bangalore,Unknown,300
2258,"MD,MBBS",9,0,Hyderabad,Unknown,600
2259,BDS,26,96,Chennai,Unknown,200
2260,MBBS,59,0,Mumbai,Unknown,200
2261,MBBS,41,0,Coimbatore,Unknown,100
2262,"MBBS,DLO",13,0,Bangalore,Unknown,600
2263,"MBBS,DNB",10,0,Ernakulam,Unknown,250
2264,"MD,BDS,MDS",12,0,Chennai,Unknown,500
2265,BHMS,18,95,Bangalore,Unknown,500
2266,"MD,MBBS,DDVL,DDV",21,0,Mumbai,Unknown,500
2267,"MBBS,DDV,DNB",38,0,Hyderabad,Unknown,300
2268,MBBS,44,98,Ernakulam,Unknown,400
2269,MBBS,23,0,Delhi,Unknown,200
2270,"MD,MBBS,DDV",11,84,Mumbai,Unknown,500
2271,"MD,MBBS",21,86,Delhi,Unknown,100
2272,"MD,BDS,MDS",15,96,Mumbai,Unknown,100
2273,MBBS,9,89,Bangalore,Unknown,700
2274,BHMS,22,0,Delhi,Unknown,300
2275,"MD,MBBS",9,67,Hyderabad,Unknown,400
2276,"MD,BDS,MDS",12,100,Chennai,Unknown,150
2277,"MBBS,DNB",6,100,Mumbai,Unknown,600
2278,"MD,MBBS",29,0,Mumbai,Unknown,100
2279,MBBS,53,0,Mumbai,Unknown,150
2280,"MD,BDS,MDS",17,88,Bangalore,Unknown,200
2281,MD,0,0,Hyderabad,Unknown,300
2282,MBBS,9,0,Bangalore,Unknown,250
2283,"MD,MBBS",28,100,Delhi,Unknown,800
2284,"MD,MBBS",2,0,Ernakulam,Unknown,250
2285,MBBS,30,0,Bangalore,Unknown,300
2286,"MBBS,DLO",21,89,Bangalore,Unknown,500
2287,"MD,BDS,MDS",16,0,Hyderabad,Unknown,250
2288,MS,37,0,Chennai,Unknown,250
2289,"MD,MBBS,DNB",12,96,Hyderabad,Unknown,500
2290,MBBS,44,0,Mumbai,Unknown,250
2291,"MD,BDS,MDS",17,0,Mumbai,Dentist,500
2292,BHMS,22,98,Bangalore,Unknown,500
2293,MBBS,16,94,Bangalore,Unknown,500
2294,"MBBS,DDV",23,88,Bangalore,Unknown,400
2295,MBBS,29,0,Mumbai,Unknown,300
2296,MBBS,34,0,Bangalore,Unknown,100
2297,MD,19,0,Hyderabad,Unknown,500
2298,BAMS,16,0,Bangalore,Unknown,150
2299,"MBBS,DNB",11,0,Mumbai,Unknown,100
2300,"MD,MBBS",7,100,Mumbai,Unknown,400
2301,BDS,20,100,Bangalore,Unknown,300
2302,BDS,19,0,Chennai,Unknown,200
2303,BHMS,11,0,Chennai,Unknown,150
2304,"BHMS,PhD",5,92,Chennai,Unknown,150
2305,BAMS,5,0,Delhi,Unknown,200
2306,MBBS,14,0,Chennai,Unknown,200
2307,"MBBS,DNB,DLO",19,77,Bangalore,Unknown,500
2308,BDS,4,0,Thiruvananthapuram,Unknown,100
2309,"MBBS,DDVL,DDV",9,98,Mumbai,Unknown,600
2310,"MD,BDS,MDS",17,95,Hyderabad,Unknown,300
2311,"MD,BHMS",9,100,Bangalore,Unknown,200
2312,"MD,MBBS",6,0,Hyderabad,Unknown,400
2313,BHMS,6,0,Mumbai,Unknown,800
2314,MS,17,0,Mumbai,Unknown,100
2315,BAMS,6,0,Bangalore,Unknown,500
2316,BAMS,46,0,Mumbai,Unknown,100
2317,BDS,7,0,Mumbai,Unknown,200
2318,MBBS,24,99,Hyderabad,Unknown,450
2319,"MD,MBBS",35,0,Delhi,Unknown,500
2320,"MD,BDS,MDS",14,95,Ernakulam,Unknown,200
2321,"MBBS,DLO",37,67,Chennai,Unknown,400
2322,BAMS,35,97,Bangalore,Unknown,500
2323,"MD,DNB",8,100,Mumbai,Unknown,500
2324,BHMS,10,0,Bangalore,Unknown,450
2325,"MD,MBBS",49,0,Thiruvananthapuram,Unknown,300
2326,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
2327,"MD,MBBS,DNB",10,91,Bangalore,Unknown,400
2328,BHMS,16,100,Bangalore,Unknown,450
2329,"MD,BHMS",14,100,Delhi,Unknown,500
2330,"MD,MBBS",15,98,Bangalore,Unknown,400
2331,"BDS,DNB",13,0,Bangalore,Unknown,200
2332,BDS,7,100,Chennai,Unknown,300
2333,BAMS,19,0,Bangalore,Unknown,100
2334,MBBS,7,0,Coimbatore,Unknown,200
2335,BAMS,30,90,Bangalore,Unknown,500
2336,BDS,10,100,Chennai,Dentist,200
2337,BAMS,9,0,Mumbai,Unknown,100
2338,"MD,BAMS",15,0,Delhi,Unknown,300
2339,MBBS,9,0,Coimbatore,Unknown,150
2340,MBBS,18,0,Hyderabad,Unknown,500
2341,"MD,MBBS",8,96,Delhi,Unknown,500
2342,"MD,BHMS",9,0,Bangalore,Unknown,300
2343,"MD,MBBS",6,0,Hyderabad,Unknown,400
2344,"MD,MBBS",22,0,Hyderabad,Unknown,400
2345,"MD,BDS,MDS",5,100,Mumbai,Unknown,300
2346,MBBS,18,82,Hyderabad,Unknown,450
2347,"MD,MBBS",7,100,Chennai,Unknown,300
2348,BAMS,20,0,Mumbai,Unknown,150
2349,MBBS,46,96,Hyderabad,Unknown,100
2350,MBBS,47,0,Mumbai,Unknown,250
2351,MD,41,0,Delhi,Unknown,500
2352,MBBS,29,0,Hyderabad,Unknown,250
2353,BAMS,2,0,Thiruvananthapuram,Unknown,100
2354,MBBS,19,0,Mumbai,Unknown,800
2355,"MD,MBBS",35,0,Chennai,Unknown,200
2356,"MD,BDS,MDS",9,100,Bangalore,Unknown,200
2357,"MD,MDS",6,96,Hyderabad,Unknown,300
2358,"MBBS,DDVL,DDV",7,100,Bangalore,Unknown,500
